disease,metric,method,n_pairs,method_mean,RWR_mean,mean_increase_over_RWR,t_statistic,p_value,significance
aneurysm,AP@300,DIAMOND,2,0.004807692307692308,0.0025,0.002307692307692308,1.0,0.49999999999999956,ns
aneurysm,AP@300,GCN,2,0.003472222222222222,0.0025,0.000972222222222222,1.0,0.49999999999999956,ns
aneurysm,Recall@25,rNBR,2,0.0,0.0,0.0,0.0,1.0,ns
aneurysm,Recall@25,RWR,2,0.0,0.0,0.0,0.0,1.0,ns
aneurysm,Recall@25,DK,2,0.0,0.0,0.0,0.0,1.0,ns
aneurysm,Recall@25,DK*,2,0.0,0.0,0.0,0.0,1.0,ns
aneurysm,Recall@25,QA0,2,0.0,0.0,0.0,0.0,1.0,ns
aneurysm,Recall@25,QA1,2,0.125,0.0,0.125,1.0,0.49999999999999956,ns
aneurysm,Recall@25,QA*,2,0.0,0.0,0.0,0.0,1.0,ns
aneurysm,Recall@25,DIAMOND,2,0.0,0.0,0.0,0.0,1.0,ns
aneurysm,Recall@25,GCN,2,0.0,0.0,0.0,0.0,1.0,ns
aneurysm,Recall@300,rNBR,2,0.0,0.125,-0.125,-1.0,0.49999999999999956,ns
aneurysm,Recall@300,RWR,2,0.0,0.125,-0.125,-1.0,0.49999999999999956,ns
aneurysm,Recall@300,DK,2,0.0,0.125,-0.125,-1.0,0.49999999999999956,ns
aneurysm,Recall@300,DK*,2,0.0,0.125,-0.125,-1.0,0.49999999999999956,ns
aneurysm,Recall@300,QA0,2,0.125,0.125,0.0,0.0,1.0,ns
aneurysm,Recall@300,QA1,2,0.125,0.125,0.0,0.0,1.0,ns
aneurysm,Recall@300,QA*,2,0.125,0.125,0.0,0.0,1.0,ns
aneurysm,Recall@300,DIAMOND,2,0.125,0.125,0.0,0.0,1.0,ns
aneurysm,Recall@300,GCN,2,0.125,0.125,0.0,0.0,1.0,ns
arrhythmias cardiac,AP@25,rNBR,2,0.0,0.0,0.0,0.0,1.0,ns
arrhythmias cardiac,AP@25,RWR,2,0.015873015873015872,0.0,0.015873015873015872,inf,0.0,***
arrhythmias cardiac,AP@25,DK,2,0.013636363636363637,0.0,0.013636363636363637,20.999999999999993,0.030292344376736294,*
arrhythmias cardiac,AP@25,DK*,2,0.013636363636363637,0.0,0.013636363636363637,20.999999999999993,0.030292344376736294,*
arrhythmias cardiac,AP@25,QA0,2,0.011988011988011988,0.0,0.011988011988011988,12.0,0.05292935211917974,ns
arrhythmias cardiac,AP@25,QA1,2,0.013095238095238096,0.0,0.013095238095238096,10.999999999999991,0.05771587675260899,ns
arrhythmias cardiac,AP@25,QA*,2,0.013636363636363637,0.0,0.013636363636363637,20.999999999999993,0.030292344376736294,*
arrhythmias cardiac,AP@25,DIAMOND,2,0.0,0.0,0.0,0.0,1.0,ns
arrhythmias cardiac,AP@25,GCN,2,0.01913265306122449,0.0,0.01913265306122449,15.000000000000004,0.04237860926989281,*
arrhythmias cardiac,AP@300,rNBR,2,0.001164210466536048,0.0012328042328042328,-6.85937662681848e-05,-2.068798172994587,0.28664269258410463,ns
arrhythmias cardiac,AP@300,RWR,2,0.015873015873015872,0.0012328042328042328,0.014640211640211639,162.76470588235347,0.003911239595768051,**
arrhythmias cardiac,AP@300,DK,2,0.014221843730040453,0.0012328042328042328,0.012989039497236218,84.4444045727174,0.0075385695378637815,**
arrhythmias cardiac,AP@300,DK*,2,0.014214732635785269,0.0012328042328042328,0.012981928402981034,80.66880044531018,0.007891367692276809,**
arrhythmias cardiac,AP@300,QA0,2,0.012705887077746374,0.0012328042328042328,0.011473082844942143,30.91866794203141,0.02058296725482951,*
arrhythmias cardiac,AP@300,QA1,2,0.013095238095238096,0.0012328042328042328,0.011862433862433863,9.264462809917351,0.06845129914541452,ns
arrhythmias cardiac,AP@300,QA*,2,0.014323176823176824,0.0012328042328042328,0.01309037259037259,249.413817412757,0.002552450252037008,**
arrhythmias cardiac,AP@300,DIAMOND,2,0.0024275839368005266,0.0012328042328042328,0.0011947797039962937,5.599211563731936,0.11251186478632508,ns
arrhythmias cardiac,AP@300,GCN,2,0.01913265306122449,0.0012328042328042328,0.017899848828420255,13.109050650429012,0.048469506049121855,*
arrhythmias cardiac,Recall@25,rNBR,2,0.0,0.0,0.0,0.0,1.0,ns
arrhythmias cardiac,Recall@25,RWR,2,0.14285714285714285,0.0,0.14285714285714285,inf,0.0,***
arrhythmias cardiac,Recall@25,DK,2,0.14285714285714285,0.0,0.14285714285714285,inf,0.0,***
arrhythmias cardiac,Recall@25,DK*,2,0.14285714285714285,0.0,0.14285714285714285,inf,0.0,***
arrhythmias cardiac,Recall@25,QA0,2,0.14285714285714285,0.0,0.14285714285714285,inf,0.0,***
arrhythmias cardiac,Recall@25,QA1,2,0.14285714285714285,0.0,0.14285714285714285,inf,0.0,***
arrhythmias cardiac,Recall@25,QA*,2,0.14285714285714285,0.0,0.14285714285714285,inf,0.0,***
arrhythmias cardiac,Recall@25,DIAMOND,2,0.0,0.0,0.0,0.0,1.0,ns
arrhythmias cardiac,Recall@25,GCN,2,0.14285714285714285,0.0,0.14285714285714285,inf,0.0,***
arrhythmias cardiac,Recall@300,rNBR,2,0.14285714285714285,0.14285714285714285,0.0,0.0,1.0,ns
arrhythmias cardiac,Recall@300,RWR,2,0.14285714285714285,0.14285714285714285,0.0,0.0,1.0,ns
arrhythmias cardiac,Recall@300,DK,2,0.21428571428571427,0.14285714285714285,0.07142857142857142,1.0,0.49999999999999956,ns
arrhythmias cardiac,Recall@300,DK*,2,0.21428571428571427,0.14285714285714285,0.07142857142857142,1.0,0.49999999999999956,ns
arrhythmias cardiac,Recall@300,QA0,2,0.21428571428571427,0.14285714285714285,0.07142857142857142,1.0,0.49999999999999956,ns
arrhythmias cardiac,Recall@300,QA1,2,0.14285714285714285,0.14285714285714285,0.0,0.0,1.0,ns
arrhythmias cardiac,Recall@300,QA*,2,0.21428571428571427,0.14285714285714285,0.07142857142857142,1.0,0.49999999999999956,ns
arrhythmias cardiac,Recall@300,DIAMOND,2,0.14285714285714285,0.14285714285714285,0.0,0.0,1.0,ns
arrhythmias cardiac,Recall@300,GCN,2,0.14285714285714285,0.14285714285714285,0.0,0.0,1.0,ns
arterial occlusive diseases,AP@25,rNBR,2,0.0,0.0,0.0,0.0,1.0,ns
arterial occlusive diseases,AP@25,RWR,2,0.0,0.0,0.0,0.0,1.0,ns
arterial occlusive diseases,AP@25,DK,2,0.0,0.0,0.0,0.0,1.0,ns
arterial occlusive diseases,AP@25,DK*,2,0.0,0.0,0.0,0.0,1.0,ns
arterial occlusive diseases,AP@25,QA0,2,0.0,0.0,0.0,0.0,1.0,ns
arterial occlusive diseases,AP@25,QA1,2,0.0,0.0,0.0,0.0,1.0,ns
arterial occlusive diseases,AP@25,QA*,2,0.0023923444976076554,0.0,0.0023923444976076554,1.0,0.49999999999999956,ns
arterial occlusive diseases,AP@25,DIAMOND,2,0.0,0.0,0.0,0.0,1.0,ns
arterial occlusive diseases,AP@25,GCN,2,0.0,0.0,0.0,0.0,1.0,ns
arterial occlusive diseases,AP@300,rNBR,2,0.00020024028834601524,0.00042192655829019466,-0.00022168626994417941,-1.8072297343208528,0.32174674004174236,ns
arterial occlusive diseases,AP@300,RWR,2,0.00043706293706293706,0.00042192655829019466,1.5136378772742404e-05,0.04210526315789472,0.9732107805932085,ns
arterial occlusive diseases,AP@300,DK,2,0.00020755500207555002,0.00042192655829019466,-0.00021437155621464464,-1.6492522432701895,0.34699906514220774,ns
arterial occlusive diseases,AP@300,DK*,2,0.00024050024050024048,0.00042192655829019466,-0.00018142631778995418,-1.1135483870967744,0.4658310535304317,ns
arterial occlusive diseases,AP@300,QA0,2,0.0006402048655569782,0.00042192655829019466,0.00021827830726678355,0.38796002462937523,0.7643970847433649,ns
arterial occlusive diseases,AP@300,QA1,2,0.0,0.00042192655829019466,-0.00042192655829019466,-5.439024390243903,0.11575395276962977,ns
arterial occlusive diseases,AP@300,QA*,2,0.0030065951118582695,0.00042192655829019466,0.002584668553568075,1.0258572159535797,0.49187488585217,ns
arterial occlusive diseases,AP@300,DIAMOND,2,0.0,0.00042192655829019466,-0.00042192655829019466,-5.439024390243903,0.11575395276962977,ns
arterial occlusive diseases,AP@300,GCN,2,0.0006060606060606061,0.00042192655829019466,0.0001841340477704114,0.3484175855649434,0.7865640532956342,ns
arterial occlusive diseases,Recall@25,rNBR,2,0.0,0.0,0.0,0.0,1.0,ns
arterial occlusive diseases,Recall@25,RWR,2,0.0,0.0,0.0,0.0,1.0,ns
arterial occlusive diseases,Recall@25,DK,2,0.0,0.0,0.0,0.0,1.0,ns
arterial occlusive diseases,Recall@25,DK*,2,0.0,0.0,0.0,0.0,1.0,ns
arterial occlusive diseases,Recall@25,QA0,2,0.0,0.0,0.0,0.0,1.0,ns
arterial occlusive diseases,Recall@25,QA1,2,0.0,0.0,0.0,0.0,1.0,ns
arterial occlusive diseases,Recall@25,QA*,2,0.045454545454545456,0.0,0.045454545454545456,1.0,0.49999999999999956,ns
arterial occlusive diseases,Recall@25,DIAMOND,2,0.0,0.0,0.0,0.0,1.0,ns
arterial occlusive diseases,Recall@25,GCN,2,0.0,0.0,0.0,0.0,1.0,ns
arterial occlusive diseases,Recall@300,rNBR,2,0.045454545454545456,0.09090909090909091,-0.045454545454545456,-1.0,0.49999999999999956,ns
arterial occlusive diseases,Recall@300,RWR,2,0.045454545454545456,0.09090909090909091,-0.045454545454545456,-1.0,0.49999999999999956,ns
arterial occlusive diseases,Recall@300,DK,2,0.045454545454545456,0.09090909090909091,-0.045454545454545456,-1.0,0.49999999999999956,ns
arterial occlusive diseases,Recall@300,DK*,2,0.045454545454545456,0.09090909090909091,-0.045454545454545456,-1.0,0.49999999999999956,ns
arterial occlusive diseases,Recall@300,QA0,2,0.045454545454545456,0.09090909090909091,-0.045454545454545456,-1.0,0.49999999999999956,ns
arterial occlusive diseases,Recall@300,QA1,2,0.0,0.09090909090909091,-0.09090909090909091,-inf,0.0,***
arterial occlusive diseases,Recall@300,QA*,2,0.13636363636363635,0.09090909090909091,0.045454545454545456,1.0,0.49999999999999956,ns
arterial occlusive diseases,Recall@300,DIAMOND,2,0.0,0.09090909090909091,-0.09090909090909091,-inf,0.0,***
arterial occlusive diseases,Recall@300,GCN,2,0.045454545454545456,0.09090909090909091,-0.045454545454545456,-1.0,0.49999999999999956,ns
arteriosclerosis,AP@25,rNBR,2,0.0,0.0,0.0,0.0,1.0,ns
arteriosclerosis,AP@25,RWR,2,0.0,0.0,0.0,0.0,1.0,ns
arteriosclerosis,AP@25,DK,2,0.0,0.0,0.0,0.0,1.0,ns
arteriosclerosis,AP@25,DK*,2,0.0,0.0,0.0,0.0,1.0,ns
arteriosclerosis,AP@25,QA0,2,0.0,0.0,0.0,0.0,1.0,ns
arteriosclerosis,AP@25,QA1,2,0.0,0.0,0.0,0.0,1.0,ns
arteriosclerosis,AP@25,QA*,2,0.014671482628138976,0.0,0.014671482628138976,1.80338266384778,0.3223217688196203,ns
arteriosclerosis,AP@25,DIAMOND,2,0.005555555555555556,0.0,0.005555555555555556,1.0,0.49999999999999956,ns
arteriosclerosis,AP@25,GCN,2,0.0,0.0,0.0,0.0,1.0,ns
arteriosclerosis,AP@300,rNBR,2,0.00094611223328922,0.002363725702333297,-0.0014176134690440773,-1.98440083686457,0.297165846577994,ns
arteriosclerosis,AP@300,RWR,2,0.0030856084099735092,0.002363725702333297,0.0007218827076402122,10.297305671691035,0.061630657936926,ns
arteriosclerosis,AP@300,DK,2,0.0010733717819829324,0.002363725702333297,-0.001290353920350365,-1.1181455665987354,0.46452748607460975,ns
arteriosclerosis,AP@300,DK*,2,0.0013001730455274101,0.002363725702333297,-0.001063552656805887,-1.008334045183147,0.49735821463280816,ns
arteriosclerosis,AP@300,QA0,2,0.0040879436170339414,0.002363725702333297,0.0017242179147006443,2.8454357966460475,0.21515017676484224,ns
arteriosclerosis,AP@300,QA1,2,0.001492194674012856,0.002363725702333297,-0.0008715310283204413,-1.3890424461221935,0.39723204075922436,ns
arteriosclerosis,AP@300,QA*,2,0.01610212414498739,0.002363725702333297,0.013738398442654091,2.1197358457948843,0.2806213142654053,ns
arteriosclerosis,AP@300,DIAMOND,2,0.005555555555555556,0.002363725702333297,0.0031918298532222587,0.819454892656675,0.5629658614811046,ns
arteriosclerosis,AP@300,GCN,2,0.0034457768785218575,0.002363725702333297,0.0010820511761885604,3.4775869163401563,0.17825435446409701,ns
arteriosclerosis,Recall@25,rNBR,2,0.0,0.0,0.0,0.0,1.0,ns
arteriosclerosis,Recall@25,RWR,2,0.0,0.0,0.0,0.0,1.0,ns
arteriosclerosis,Recall@25,DK,2,0.0,0.0,0.0,0.0,1.0,ns
arteriosclerosis,Recall@25,DK*,2,0.0,0.0,0.0,0.0,1.0,ns
arteriosclerosis,Recall@25,QA0,2,0.0,0.0,0.0,0.0,1.0,ns
arteriosclerosis,Recall@25,QA1,2,0.0,0.0,0.0,0.0,1.0,ns
arteriosclerosis,Recall@25,QA*,2,0.16666666666666666,0.0,0.16666666666666666,3.0,0.20483276469913345,ns
arteriosclerosis,Recall@25,DIAMOND,2,0.05555555555555555,0.0,0.05555555555555555,1.0,0.49999999999999956,ns
arteriosclerosis,Recall@25,GCN,2,0.0,0.0,0.0,0.0,1.0,ns
arteriosclerosis,Recall@300,rNBR,2,0.1111111111111111,0.16666666666666666,-0.05555555555555555,-1.0,0.49999999999999956,ns
arteriosclerosis,Recall@300,RWR,2,0.16666666666666666,0.16666666666666666,0.0,0.0,1.0,ns
arteriosclerosis,Recall@300,DK,2,0.16666666666666666,0.16666666666666666,0.0,0.0,1.0,ns
arteriosclerosis,Recall@300,DK*,2,0.16666666666666666,0.16666666666666666,0.0,0.0,1.0,ns
arteriosclerosis,Recall@300,QA0,2,0.16666666666666666,0.16666666666666666,0.0,0.0,1.0,ns
arteriosclerosis,Recall@300,QA1,2,0.1111111111111111,0.16666666666666666,-0.05555555555555555,-1.0,0.49999999999999956,ns
arteriosclerosis,Recall@300,QA*,2,0.2777777777777778,0.16666666666666666,0.1111111111111111,inf,0.0,***
arteriosclerosis,Recall@300,DIAMOND,2,0.05555555555555555,0.16666666666666666,-0.1111111111111111,-inf,0.0,***
arteriosclerosis,Recall@300,GCN,2,0.16666666666666666,0.16666666666666666,0.0,0.0,1.0,ns
arthritis rheumatoid,AP@25,rNBR,2,0.0,0.024835164835164833,-0.024835164835164833,-5.136363636363637,0.12241235131988012,ns
arthritis rheumatoid,AP@25,RWR,2,0.016334033613445376,0.024835164835164833,-0.008501131221719457,-0.5561076166816429,0.6769025653457128,ns
arthritis rheumatoid,AP@25,DK,2,0.003125,0.024835164835164833,-0.021710164835164834,-2.7273511647972395,0.22373078706273675,ns
arthritis rheumatoid,AP@25,DK*,2,0.003333333333333333,0.024835164835164833,-0.021501831501831502,-2.6322869955156953,0.231129703756364,ns
arthritis rheumatoid,AP@25,QA0,2,0.0,0.024835164835164833,-0.024835164835164833,-5.136363636363637,0.12241235131988012,ns
arthritis rheumatoid,AP@25,QA1,2,0.005902777777777778,0.024835164835164833,-0.018932387057387055,-3.6532174937417174,0.17009610385587803,ns
arthritis rheumatoid,AP@25,QA*,2,0.0,0.024835164835164833,-0.024835164835164833,-5.136363636363637,0.12241235131988012,ns
arthritis rheumatoid,AP@25,DIAMOND,2,0.02738095238095238,0.024835164835164833,0.002545787545787548,0.09272848565710481,0.9411355441970815,ns
arthritis rheumatoid,AP@25,GCN,2,0.02840659340659341,0.024835164835164833,0.0035714285714285726,0.13684210526315793,0.9134213546864618,ns
arthritis rheumatoid,AP@300,rNBR,2,0.0,0.028305647840531564,-0.028305647840531564,-4.733333333333333,0.13254802419153697,ns
arthritis rheumatoid,AP@300,RWR,2,0.025284926470588234,0.028305647840531564,-0.0030207213699433265,-0.201638792918947,0.8733312389863042,ns
arthritis rheumatoid,AP@300,DK,2,0.014018201679718534,0.028305647840531564,-0.014287446160813028,-1.2680317014675777,0.4251128155517666,ns
arthritis rheumatoid,AP@300,DK*,2,0.013975850467321931,0.028305647840531564,-0.014329797373209632,-1.2284460586501624,0.4349649900908909,ns
arthritis rheumatoid,AP@300,QA0,2,0.006614358335288065,0.028305647840531564,-0.021691289505243495,-2.902119255509841,0.21125234109322438,ns
arthritis rheumatoid,AP@300,QA1,2,0.017050459072517895,0.028305647840531564,-0.011255188768013668,-1.1567663847136296,0.4538079880302292,ns
arthritis rheumatoid,AP@300,QA*,2,0.008932766614077601,0.028305647840531564,-0.01937288122645396,-1.5290829706698585,0.36871282557151264,ns
arthritis rheumatoid,AP@300,DIAMOND,2,0.03346229414496481,0.028305647840531564,0.0051566463044332485,0.2003080595026642,0.8741455209806285,ns
arthritis rheumatoid,AP@300,GCN,2,0.035586080586080586,0.028305647840531564,0.007280432745549025,0.3628547774216146,0.7784050558568693,ns
arthritis rheumatoid,Recall@25,rNBR,2,0.0,0.15000000000000002,-0.15000000000000002,-3.0000000000000004,0.2048327646991334,ns
arthritis rheumatoid,Recall@25,RWR,2,0.15000000000000002,0.15000000000000002,0.0,0.0,1.0,ns
arthritis rheumatoid,Recall@25,DK,2,0.05,0.15000000000000002,-0.1,-1.0,0.49999999999999956,ns
arthritis rheumatoid,Recall@25,DK*,2,0.05,0.15000000000000002,-0.1,-1.0,0.49999999999999956,ns
arthritis rheumatoid,Recall@25,QA0,2,0.0,0.15000000000000002,-0.15000000000000002,-3.0000000000000004,0.2048327646991334,ns
arthritis rheumatoid,Recall@25,QA1,2,0.1,0.15000000000000002,-0.05,-1.0,0.49999999999999956,ns
arthritis rheumatoid,Recall@25,QA*,2,0.0,0.15000000000000002,-0.15000000000000002,-3.0000000000000004,0.2048327646991334,ns
arthritis rheumatoid,Recall@25,DIAMOND,2,0.1,0.15000000000000002,-0.05,-1.0,0.49999999999999956,ns
arthritis rheumatoid,Recall@25,GCN,2,0.2,0.15000000000000002,0.04999999999999999,0.33333333333333326,0.7951672353008666,ns
arthritis rheumatoid,Recall@300,rNBR,2,0.0,0.25,-0.25,-5.000000000000001,0.1256659163780023,ns
arthritis rheumatoid,Recall@300,RWR,2,0.3,0.25,0.04999999999999999,1.0,0.49999999999999956,ns
arthritis rheumatoid,Recall@300,DK,2,0.3,0.25,0.04999999999999999,1.0,0.49999999999999956,ns
arthritis rheumatoid,Recall@300,DK*,2,0.35,0.25,0.1,1.0,0.49999999999999956,ns
arthritis rheumatoid,Recall@300,QA0,2,0.35,0.25,0.1,3602879701896397.0,1.7669748230352867e-16,***
arthritis rheumatoid,Recall@300,QA1,2,0.3,0.25,0.04999999999999999,1.0,0.49999999999999956,ns
arthritis rheumatoid,Recall@300,QA*,2,0.30000000000000004,0.25,0.05000000000000002,0.3333333333333335,0.7951672353008665,ns
arthritis rheumatoid,Recall@300,DIAMOND,2,0.25,0.25,0.0,0.0,1.0,ns
arthritis rheumatoid,Recall@300,GCN,2,0.3,0.25,0.04999999999999999,1.0,0.49999999999999956,ns
asthma,AP@25,rNBR,2,0.013888888888888888,0.027777777777777776,-0.013888888888888888,-0.3333333333333333,0.7951672353008665,ns
asthma,AP@25,RWR,2,0.011022868338792421,0.027777777777777776,-0.016754909438985353,-0.7412737799834573,0.5939047697188289,ns
asthma,AP@25,DK,2,0.0022222222222222222,0.027777777777777776,-0.025555555555555554,-1.0,0.49999999999999956,ns
asthma,AP@25,DK*,2,0.0030864197530864196,0.027777777777777776,-0.024691358024691357,-1.0,0.49999999999999956,ns
asthma,AP@25,QA0,2,0.005050505050505051,0.027777777777777776,-0.022727272727272724,-1.0,0.49999999999999956,ns
asthma,AP@25,QA1,2,0.003968253968253968,0.027777777777777776,-0.023809523809523808,-1.0,0.49999999999999956,ns
asthma,AP@25,QA*,2,0.013888888888888888,0.027777777777777776,-0.013888888888888888,-1.0,0.49999999999999956,ns
asthma,AP@25,DIAMOND,2,0.041666666666666664,0.027777777777777776,0.013888888888888888,1.0,0.49999999999999956,ns
asthma,AP@25,GCN,2,0.006396198830409356,0.027777777777777776,-0.021381578947368418,-0.785234899328859,0.5762195556169536,ns
asthma,AP@300,rNBR,2,0.014444444444444444,0.03611116241368342,-0.021666717969238976,-0.5985855006732336,0.6566208050307453,ns
asthma,AP@300,RWR,2,0.012735113714126526,0.03611116241368342,-0.023376048699556895,-1.2986717827126701,0.41774334025670123,ns
asthma,AP@300,DK,2,0.00598978288633461,0.03611116241368342,-0.03012137952734881,-1.463828920929794,0.3815393683151287,ns
asthma,AP@300,DK*,2,0.006263616557734205,0.03611116241368342,-0.029847545855949217,-1.50232615789297,0.3738789175685155,ns
asthma,AP@300,QA0,2,0.008965308832203908,0.03611116241368342,-0.02714585358147951,-1.4238444680578215,0.38979205405421824,ns
asthma,AP@300,QA1,2,0.010369337400432095,0.03611116241368342,-0.025741825013251327,-1.3532173423666976,0.40515160889841173,ns
asthma,AP@300,QA*,2,0.019056410101370738,0.03611116241368342,-0.017054752312312686,-1.5756344539924985,0.3600207294224209,ns
asthma,AP@300,DIAMOND,2,0.05016237424959535,0.03611116241368342,0.014051211835911926,0.9893797265926761,0.5033985526849698,ns
asthma,AP@300,GCN,2,0.009224481658692186,0.03611116241368342,-0.02688668075499124,-1.3797474556290275,0.3992609446965471,ns
asthma,Recall@25,rNBR,2,0.05555555555555555,0.05555555555555555,0.0,0.0,1.0,ns
asthma,Recall@25,RWR,2,0.16666666666666666,0.05555555555555555,0.1111111111111111,inf,0.0,***
asthma,Recall@25,DK,2,0.05555555555555555,0.05555555555555555,0.0,0.0,1.0,ns
asthma,Recall@25,DK*,2,0.05555555555555555,0.05555555555555555,0.0,0.0,1.0,ns
asthma,Recall@25,QA0,2,0.05555555555555555,0.05555555555555555,0.0,0.0,1.0,ns
asthma,Recall@25,QA1,2,0.05555555555555555,0.05555555555555555,0.0,0.0,1.0,ns
asthma,Recall@25,QA*,2,0.05555555555555555,0.05555555555555555,0.0,0.0,1.0,ns
asthma,Recall@25,DIAMOND,2,0.1111111111111111,0.05555555555555555,0.05555555555555555,1.0,0.49999999999999956,ns
asthma,Recall@25,GCN,2,0.1111111111111111,0.05555555555555555,0.05555555555555555,1.0,0.49999999999999956,ns
asthma,Recall@300,rNBR,2,0.1111111111111111,0.2777777777777778,-0.16666666666666666,-3.0,0.20483276469913345,ns
asthma,Recall@300,RWR,2,0.3333333333333333,0.2777777777777778,0.05555555555555555,1.0,0.49999999999999956,ns
asthma,Recall@300,DK,2,0.16666666666666666,0.2777777777777778,-0.1111111111111111,-1.0,0.49999999999999956,ns
asthma,Recall@300,DK*,2,0.16666666666666666,0.2777777777777778,-0.1111111111111111,-1.0,0.49999999999999956,ns
asthma,Recall@300,QA0,2,0.3333333333333333,0.2777777777777778,0.05555555555555555,1.0,0.49999999999999956,ns
asthma,Recall@300,QA1,2,0.3333333333333333,0.2777777777777778,0.05555555555555555,1.0,0.49999999999999956,ns
asthma,Recall@300,QA*,2,0.3333333333333333,0.2777777777777778,0.05555555555555555,1.0,0.49999999999999956,ns
asthma,Recall@300,DIAMOND,2,0.2777777777777778,0.2777777777777778,0.0,0.0,1.0,ns
asthma,Recall@300,GCN,2,0.2222222222222222,0.2777777777777778,-0.05555555555555555,-0.3333333333333333,0.7951672353008665,ns
basal ganglia diseases,AP@25,rNBR,2,0.0,0.049090909090909095,-0.049090909090909095,-1.0,0.49999999999999956,ns
basal ganglia diseases,AP@25,RWR,2,0.007575757575757575,0.049090909090909095,-0.04151515151515152,-1.0,0.49999999999999956,ns
basal ganglia diseases,AP@25,DK,2,0.0,0.049090909090909095,-0.049090909090909095,-1.0,0.49999999999999956,ns
basal ganglia diseases,AP@25,DK*,2,0.0,0.049090909090909095,-0.049090909090909095,-1.0,0.49999999999999956,ns
